Irish (Ability) Code,Irish (Ability) Label,Sexual Orientation Code,Sexual Orientation Label,Irish (Speak Frequency) Code,Irish (Speak Frequency) Label,Religion or Religion Brought Up In Code,Religion or Religion Brought Up In Label,National Identity - 8 Categories Code,National Identity - 8 Categories Label,Count
2,Speaks but does not read or write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,2,Irish only,11900
2,Speaks but does not read or write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,3,Northern Irish only,1924
2,Speaks but does not read or write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,4,British and Irish only,82
2,Speaks but does not read or write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,5,British and Northern Irish only,24
2,Speaks but does not read or write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,6,Irish and Northern Irish only,534
2,Speaks but does not read or write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,7,"British, Irish and Northern Irish only",93
2,Speaks but does not read or write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),1,British only,115
2,Speaks but does not read or write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),2,Irish only,172
2,Speaks but does not read or write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,139
2,Speaks but does not read or write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),4,British and Irish only,17
2,Speaks but does not read or write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,45
2,Speaks but does not read or write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,22
2,Speaks but does not read or write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",34
2,Speaks but does not read or write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,1,British only,97
2,Speaks but does not read or write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,2,Irish only,1494
2,Speaks but does not read or write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,3,Northern Irish only,439
2,Speaks but does not read or write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,4,British and Irish only,22
2,Speaks but does not read or write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,5,British and Northern Irish only,14
2,Speaks but does not read or write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,6,Irish and Northern Irish only,99
2,Speaks but does not read or write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,7,"British, Irish and Northern Irish only",40
2,Speaks but does not read or write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),1,British only,124
2,Speaks but does not read or write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),2,Irish only,41
2,Speaks but does not read or write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,65
2,Speaks but does not read or write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),4,British and Irish only,8
2,Speaks but does not read or write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,21
2,Speaks but does not read or write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,3
2,Speaks but does not read or write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",7
2,Speaks but does not read or write Irish,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,1,British only,0
2,Speaks but does not read or write Irish,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,2,Irish only,0
2,Speaks but does not read or write Irish,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,3,Northern Irish only,0
2,Speaks but does not read or write Irish,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,4,British and Irish only,0
2,Speaks but does not read or write Irish,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,5,British and Northern Irish only,0
2,Speaks but does not read or write Irish,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,6,Irish and Northern Irish only,0
2,Speaks but does not read or write Irish,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,7,"British, Irish and Northern Irish only",0
2,Speaks but does not read or write Irish,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),1,British only,0
2,Speaks but does not read or write Irish,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),2,Irish only,0
2,Speaks but does not read or write Irish,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,0
2,Speaks but does not read or write Irish,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
2,Speaks but does not read or write Irish,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
2,Speaks but does not read or write Irish,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
2,Speaks but does not read or write Irish,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,1,British only,1
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,2,Irish only,70
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,3,Northern Irish only,4
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,4,British and Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,5,British and Northern Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,6,Irish and Northern Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,7,"British, Irish and Northern Irish only",0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),1,British only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),2,Irish only,4
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,3
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,1,British only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,2,Irish only,93
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,3,Northern Irish only,7
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,4,British and Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,5,British and Northern Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,6,Irish and Northern Irish only,5
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,7,"British, Irish and Northern Irish only",2
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),1,British only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),2,Irish only,3
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",1
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,1,British only,4
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,2,Irish only,259
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,3,Northern Irish only,42
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,4,British and Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,5,British and Northern Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,6,Irish and Northern Irish only,20
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,7,"British, Irish and Northern Irish only",5
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),1,British only,6
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),2,Irish only,6
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,9
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),4,British and Irish only,1
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,1
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,3
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",3
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,1,British only,2
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,2,Irish only,46
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,3,Northern Irish only,14
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,4,British and Irish only,2
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,5,British and Northern Irish only,1
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,6,Irish and Northern Irish only,2
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,7,"British, Irish and Northern Irish only",2
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),1,British only,5
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),2,Irish only,2
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,2
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,1
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,1
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",2
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,1,British only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,2,Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,3,Northern Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,4,British and Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,5,British and Northern Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,6,Irish and Northern Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,7,"British, Irish and Northern Irish only",0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),1,British only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),2,Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
2,Speaks but does not read or write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,1,British only,16
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,2,Irish only,1002
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,3,Northern Irish only,68
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,4,British and Irish only,0
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,5,British and Northern Irish only,1
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,6,Irish and Northern Irish only,26
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,7,"British, Irish and Northern Irish only",3
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),1,British only,8
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),2,Irish only,5
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,1
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),4,British and Irish only,2
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,1
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,1
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",3
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,1,British only,11
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,2,Irish only,1279
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,3,Northern Irish only,90
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,4,British and Irish only,6
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,5,British and Northern Irish only,1
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,6,Irish and Northern Irish only,49
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,7,"British, Irish and Northern Irish only",5
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),1,British only,5
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),2,Irish only,15
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,11
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),4,British and Irish only,3
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,6
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,1
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",3
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,1,British only,39
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,2,Irish only,2940
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,3,Northern Irish only,405
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,4,British and Irish only,18
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,5,British and Northern Irish only,5
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,6,Irish and Northern Irish only,168
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,7,"British, Irish and Northern Irish only",28
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),1,British only,26
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),2,Irish only,63
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,39
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),4,British and Irish only,7
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,11
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,14
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",13
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,1,British only,37
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,2,Irish only,556
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,3,Northern Irish only,141
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,4,British and Irish only,3
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,5,British and Northern Irish only,6
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,6,Irish and Northern Irish only,32
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,7,"British, Irish and Northern Irish only",14
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),1,British only,39
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),2,Irish only,17
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,25
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,10
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,4
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",2
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,1,British only,0
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,2,Irish only,0
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,3,Northern Irish only,0
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,4,British and Irish only,0
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,5,British and Northern Irish only,0
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,6,Irish and Northern Irish only,0
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,7,"British, Irish and Northern Irish only",0
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),1,British only,0
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),2,Irish only,0
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,0
